method,source
"/smallsql/database/SSStatement/execute(java.lang.String,int)","[""final public boolean execute(String sql, int autoGeneratedKeys) throws SQLException{"",""        setNeedGeneratedKeys(autoGeneratedKeys);"",""        return execute(sql);"",""    }""]"
/smallsql/database/SQLParser/expressionParenthesisList(smallsql.database.Command),"[""/**"",""     * Read a Expression list in parenthesis like of VALUES() or functions. "",""     * The left parenthesis is already consumed."",""     * "",""     * @param cmd is needed to add parameters \""?\"" with addParameter() "",""     * @see #expressionDefList"",""     */ "",""    private Expressions expressionParenthesisList(Command cmd) throws SQLException{"",""\t\tExpressions list = new Expressions();"",""\t\t{"",""\t\t\tSQLToken token = nextToken();"",""\t\t\tif(token != null && token.value == SQLTokenizer.PARENTHESIS_R){"",""\t\t\t\t// empty list like functions without parameters"",""\t\t\t\treturn list;"",""\t\t\t}"",""\t\t\tpreviousToken();"",""\t\t}"",""        while(true){"",""            list.add( expression(cmd, 0) );"",""            SQLToken token = nextToken(MISSING_COMMA_PARENTHESIS);"",""            switch(token.value){"",""                case SQLTokenizer.PARENTHESIS_R:"",""                    return list;"",""                case SQLTokenizer.COMMA:"",""                    continue;"",""                default:"",""                    throw new Error();"",""            }"",""        }"",""    }""]"
/smallsql/database/SSResultSet/moveToCurrentRow(),"[""public void moveToCurrentRow() throws SQLException{"",""\t\tisInsertRow = false;"",""        clearRowBuffer();"",""        if(values == null){"",""            //init the values array as insert row buffer "",""            getUpdateValue(1);"",""        }"",""    }""]"
/smallsql/database/RowSource/isBeforeFirst(),"[""/**"",""\t * Equals to ResultSet.isBeforeFirst()."",""\t */"",""\tboolean isBeforeFirst() throws SQLException{"",""\t\tthrow SmallSQLException.create(Language.RSET_FWDONLY);"",""\t}""]"
/smallsql/database/MemoryResult/addRow(smallsql.database.ExpressionValue[]),"[""final void addRow(ExpressionValue[] row){"",""\t\trowList.add(row);"",""\t}""]"
/smallsql/database/ExpressionValue/set(smallsql.database.ExpressionValue),"[""final void set(ExpressionValue val){"",""    \tthis.value \t\t= val.value;"",""    \tthis.dataType\t= val.dataType;"",""    \tthis.length\t\t= val.length;"",""    }"",""/*=============================================================================="",""overriden abstact methods extends from expression"",""==============================================================================*/""]"
/smallsql/database/TableResult/next(),"[""@Override"",""    final boolean next() throws Exception{"",""        if(filePos \< 0) return false;"",""\t\tsetNextFilePos();"",""        row++;"",""        return moveToValidRow();"",""    }""]"
/smallsql/database/IndexDescription/drop(smallsql.database.Database),"[""void drop(Database database) throws Exception {"",""        close();"",""\t\tboolean ok = getFile( database, name).delete();"",""\t\tif(!ok) throw SmallSQLException.create(Language.TABLE_CANT_DROP, name);"",""\t}""]"
/smallsql/database/SSResultSet/close(),"[""public void close(){"",""    \tst.con.log.println(\""ResultSet.close\"");"",""        cmd = null;"",""    }""]"
/smallsql/database/ExpressionFunctionTimestampDiff/getLong(),"[""long getLong() throws Exception {"",""\t\treturn getInt();"",""\t}""]"
"/smallsql/database/SSPreparedStatement/setObject(int,java.lang.Object,int,int)","[""public void setObject(int parameterIndex, Object x, int targetSqlType, int scale) throws SQLException {"",""        checkStatement();"",""    \t//FIXME Scale to consider "",""\t\tcmd.setParamValue( parameterIndex, x, -1);"",""    }""]"
/smallsql/database/ExpressionFunctionIIF/getString(),"[""String getString() throws Exception {"",""\t\tif(param1.getBoolean())"",""\t\t\treturn param2.getString();"",""\t\treturn param3.getString();"",""\t}""]"
"/smallsql/junit/TestTokenizer/failureTest(java.lang.String,java.lang.String,java.lang.String)","[""private void failureTest(String sql, String failureMessage, String expected) {"",""\t\ttry {"",""\t\t\tstat.executeQuery(sql);"",""\t\t\tfail(failureMessage);"",""\t\t}"",""\t\tcatch (SQLException e) {"",""\t\t\tString foundMsg = e.getMessage();"",""\t\t\tString assertMsg = MessageFormat.format("",""\t\t\t\t\t\""Unexpected error: [{0}], expected: [{1}]\"", "",""\t\t\t\t\tnew Object[] { foundMsg, expected }); "",""\t\t\t"",""\t\t\tassertTrue(assertMsg, foundMsg.indexOf(expected) \> -1);"",""\t\t\t"",""\t\t\t// just to check the error, if it happens, is the expected one"",""\t\t\tout.println(\""REGULAR: \"" + e.getMessage() + \'\\n\');"",""\t\t}"",""\t}"",""\t//////////////////////////////////////////////////////////////////////"",""\t// THE FOLLOWING TESTS NEED PACKAGE ACCESS, SO THEY ARE DISABLED. "",""\t//////////////////////////////////////////////////////////////////////""]"
/smallsql/database/SSDatabaseMetaData/getProcedureTerm(),"[""public String getProcedureTerm() {"",""    \treturn \""procedure\"";"",""    }""]"
/smallsql/database/Column/copy(),"[""Column copy(){"",""    \ttry{"",""    \t\treturn (Column)clone();"",""    \t}catch(Exception e){return null;}"",""    \t"",""    }""]"
/smallsql/database/SSDatabaseMetaData/supportsExpressionsInOrderBy(),"[""public boolean supportsExpressionsInOrderBy() {"",""    \treturn true;"",""    }""]"
/smallsql/database/SSCallableStatement/getValue(int),"[""private Expression getValue(int i) throws SQLException{"",""        /**@todo: Implement this java.sql.CallableStatement method*/"",""        throw new java.lang.UnsupportedOperationException(\""Method getValue() not yet implemented.\"");"",""    }""]"
/smallsql/junit/TestDataTypes/TestDataTypes(java.lang.String),"[""TestDataTypes( String datatype ){"",""        super( datatype );"",""        this.datatype = datatype;"",""    }""]"
"/smallsql/database/Database/getTableView(smallsql.database.SSConnection,java.lang.String)","[""/**"",""     * Return a TableView object. If the TableView object is not loaded then it load it."",""     * @param con"",""     * @param tableName"",""     * @return ever a valid TableView object and never null."",""     * @throws SQLException if the table or view does not exists"",""     */"",""    TableView getTableView(SSConnection con, String tableName) throws SQLException{"",""        synchronized(tableViews){"",""            TableView tableView = tableViews.get(tableName);"",""            if(tableView == null){"",""                // FIXME it should block only one table and not all tables, loading of the table should outside of the global synchronized"",""                tableView = TableView.load(con, this, tableName);"",""                tableViews.put( tableName, tableView);"",""            }"",""            return tableView;"",""        }"",""    }""]"
/smallsql/database/StoreImpl/getCurrentOffsetInPage(),"[""int getCurrentOffsetInPage(){"",""\t\treturn offset;"",""\t}""]"
"/smallsql/database/SSDatabaseMetaData/getColumns(java.lang.String,java.lang.String,java.lang.String,java.lang.String)","[""public ResultSet getColumns(String catalog, String schemaPattern, String tableNamePattern, String columnNamePattern) throws SQLException {"",""\t\ttry {"",""\t\t\tString[] colNames = {\""TABLE_CAT\"", \""TABLE_SCHEM\"", \""TABLE_NAME\"", \""COLUMN_NAME\"", \""DATA_TYPE\"", \""TYPE_NAME\"", \""COLUMN_SIZE\"", \""BUFFER_LENGTH\"", \""DECIMAL_DIGITS\"", \""NUM_PREC_RADIX\"", \""NULLABLE\"", \""REMARKS\"", \""COLUMN_DEF\"", \""SQL_DATA_TYPE\"", \""SQL_DATETIME_SUB\"", \""CHAR_OCTET_LENGTH\"", \""ORDINAL_POSITION\"", \""IS_NULLABLE\""};"",""\t\t\tObject[][] data   = con.getDatabase(false).getColumns(con, tableNamePattern, columnNamePattern);"",""\t\t\treturn new SSResultSet( st, Utils.createMemoryCommandSelect( con, colNames, data));"",""\t\t} catch (Exception e) {"",""\t\t\tthrow SmallSQLException.createFromException(e);"",""\t\t}"",""    }""]"
/smallsql/database/CreateFile/commit(),"[""/**"",""     * {@inheritDoc}"",""     */"",""    @Override"",""    long commit(){"",""        raFile = null;"",""        return -1;"",""    }""]"
/smallsql/database/ExpressionFunctionSpace/getString(),"[""final String getString() throws Exception {"",""\t\tif(isNull()) return null;"",""        int size = param1.getInt();"",""        if(size \< 0){"",""            return null;"",""        }"",""\t\tchar[] buffer = new char[size];"",""        for(int i=0; i\<size; i++){"",""            buffer[i] = \' \';"",""        }"",""\t\treturn new String(buffer);"",""\t}""]"
/smallsql/database/ExpressionFunctionRight/getBytes(),"[""final byte[] getBytes() throws Exception{"",""\t\tif(isNull()) return null;"",""\t\tbyte[] bytes = param1.getBytes();"",""\t\tint length = param2.getInt();"",""\t\tif(bytes.length \<= length) return bytes;"","""",""\t\tbyte[] b = new byte[length];"",""\t\tSystem.arraycopy(bytes, bytes.length -length, b, 0, length);"",""\t\treturn b;\t\t"",""\t}""]"
/smallsql/database/UnionAll/isScrollable(),"[""final boolean isScrollable(){"",""\t\treturn false; //TODO performance, can implement it if all datasources implement it"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/getDriverMajorVersion(),"[""public int getDriverMajorVersion() {"",""    \treturn SSDriver.drv.getMajorVersion();"",""    }""]"
/smallsql/database/IndexNode/saveNode(smallsql.database.IndexNode),"[""private final void saveNode(IndexNode node){"",""\t\tint length = nodes.length;"",""\t\tIndexNode[] temp = new IndexNode[length+1];"",""\t\tif(length == 0){"",""\t\t\ttemp[0] = node;"",""\t\t}else{"",""\t\t\tint pos = findNodeInsertPos( node.digit, 0, length);"",""\t\t\tSystem.arraycopy(nodes, 0, temp, 0, pos);"",""\t\t\tSystem.arraycopy(nodes, pos, temp, pos+1, length-pos);"",""\t\t\ttemp[pos] = node;"",""\t\t}"",""\t\tnodes = temp;"",""\t}""]"
"/smallsql/database/Table/getLobStore(smallsql.database.SSConnection,long,int)","[""StoreImpl getLobStore(SSConnection con, long filePos, int pageOperation) throws Exception{"",""\t\tif(lobs == null){"",""\t\t\tlobs = new Lobs( this );"",""\t\t}"",""\t\treturn lobs.getStore( con, filePos, pageOperation );"",""\t}""]"
/smallsql/database/TableResult/rowInserted(),"[""@Override"",""    final boolean rowInserted(){"",""\t\treturn filePos \>= firstOwnInsert;"",""\t}""]"
/smallsql/database/IndexDescriptions/findBestMatch(smallsql.database.Strings),"[""final IndexDescription findBestMatch(Strings columns){"",""\t\tint bestFactor = Integer.MAX_VALUE;"",""\t\tint bestIdx = 0;"",""\t\tfor(int i=0; i\<size; i++){"",""\t\t\tint factor = data[i].matchFactor(columns);"",""\t\t\tif(factor == 0) "",""\t\t\t\treturn data[i];"",""\t\t\t"",""\t\t\tif(factor \< bestFactor){"",""\t\t\t\tbestFactor = factor;"",""\t\t\t\tbestIdx = i;"",""\t\t\t}"",""\t\t}"",""\t\tif(bestFactor == Integer.MAX_VALUE)"",""\t\t\treturn null;"",""\t\telse"",""\t\t\treturn data[bestIdx];"",""\t}""]"
/smallsql/database/ExpressionFunctionLCase/getBytes(),"[""final byte[] getBytes() throws Exception{"",""        if(isNull()) return null;"",""        return getString().getBytes();"",""\t}""]"
/smallsql/database/MutableLong/getImmutableObject(),"[""public Object getImmutableObject(){"",""\t\treturn new Long(value);"",""\t}""]"
/smallsql/database/SQLParser/group(smallsql.database.CommandSelect),"[""private void group(CommandSelect cmd) throws SQLException{"",""        nextToken(MISSING_BY);"",""        cmd.setGroup( expressionTokenList(cmd, SQLTokenizer.GROUP) );"",""    }""]"
/smallsql/junit/TestResultSet/testDelete(),"[""public void testDelete() throws Exception{"",""        Connection con = AllTests.getConnection();"",""        Statement st = con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE, ResultSet.CONCUR_UPDATABLE);"",""        ResultSet rs = st.executeQuery(\""Select * From ResultSet Where i\>1\"");"",""        "",""        assertTrue(\""next\"", rs.next());"",""        assertFalse( rs.rowDeleted() );"",""        rs.deleteRow();"",""        assertTrue( rs.rowDeleted() );"",""    }""]"
/smallsql/junit/TestDBMetaData/testGetTables(),"[""public void testGetTables() throws Exception{"",""        String[] colNames = {\""TABLE_CAT\"",\""TABLE_SCHEM\"",\""TABLE_NAME\"",\""TABLE_TYPE\"",\""REMARKS\"",\""TYPE_CAT\"",\""TYPE_SCHEM\"",\""TYPE_NAME\"",\""SELF_REFERENCING_COL_NAME\"",\""REF_GENERATION\""};"",""        int[] types = {Types.VARCHAR, Types.NULL, Types.VARCHAR, Types.VARCHAR, Types.NULL, Types.NULL, Types.NULL, Types.NULL, Types.NULL, Types.NULL};"",""        "",""        //First test the function without a database connection"",""        Connection con = DriverManager.getConnection(\""jdbc:smallsql?\"");"",""        DatabaseMetaData md = con.getMetaData();"",""        ResultSet rs = md.getTables(null, null, null, null);"",""        super.assertRSMetaData(rs, colNames, new int[colNames.length]); //All types are NULL, because no row."",""        assertFalse(rs.next());"",""        con.close();"",""        "",""        //Then test it with a database"",""        con = AllTests.getConnection();"",""        md = con.getMetaData();"",""        rs = md.getTables(null, null, null, null);"",""        super.assertRSMetaData(rs, colNames, types);"",""    }""]"
/smallsql/database/ExpressionFunctionMonth/getInt(),"[""final int getInt() throws Exception {"",""\t\tif(param1.isNull()) return 0;"",""\t\tDateTime.Details details = new DateTime.Details(param1.getLong());"",""\t\treturn details.month+1;"",""\t}""]"
/smallsql/database/language/Language_it/getEntries(),"[""public String[][] getEntries() {"",""\t\treturn ENTRIES;"",""\t}""]"
/smallsql/database/SSResultSetMetaData/getColumnExpression(int),"[""final Expression getColumnExpression( int column ) throws SQLException{"",""        return columns.get( getColumnIdx( column ) );"",""    }""]"
/smallsql/database/UnionAll/execute(),"[""final void execute() throws Exception{"",""\t\tfor(int i=0; i\<dataSources.size(); i++){"",""\t\t\tdataSources.get(i).execute();\t\t\t"",""\t\t}"",""\t}""]"
/smallsql/database/UnionAll/addDataSource(smallsql.database.DataSource),"[""void addDataSource(DataSource ds){"",""\t\tdataSources.add(ds);"",""\t\tcurrentDS = dataSources.get(0);"",""\t}""]"
/smallsql/database/LongList/resize(int),"[""private final void resize(int newSize){"",""\t\tlong[] dataNew = new long[newSize];"",""\t\tSystem.arraycopy(data, 0, dataNew, 0, size);"",""\t\tdata = dataNew;\t\t"",""\t}""]"
/smallsql/database/ColumnExpression/getDisplaySize(),"[""int getDisplaySize(){"",""\t\treturn expr.getDisplaySize();"",""\t}""]"
/smallsql/junit/TestGroupBy/testMaxMoney(),"[""public void testMaxMoney() throws Exception{"",""\t\tinit();"",""\t\tassertEqualsRsValue( new java.math.BigDecimal(\""2.0000\""), \""Select max(convert(money,id)) FROM \"" + table1);"",""\t}""]"
/smallsql/database/SSConnection/getSavepoint(),"[""int getSavepoint() throws SQLException{"",""\t\ttestClosedConnection();"",""\t\treturn commitPages.size(); // the call is atomic, that it need not be synchronized"",""\t}""]"
/smallsql/database/ExpressionFunctionConvert/getDataType(),"[""final int getDataType() {"",""\t\treturn datatype.getDataType();"",""\t}""]"
/smallsql/database/Money/createFromUnscaledValue(int),"[""public static Money createFromUnscaledValue(int value){"",""        Money money = new Money();"",""        money.value = value;"",""        return money;"",""    }""]"
/smallsql/database/ExpressionFunctionCase/getDouble(),"[""final double getDouble() throws Exception {"",""\t\treturn getResult().getDouble();"",""\t}""]"
/smallsql/database/ExpressionFunctionInsert/getPrecision(),"[""int getPrecision() {"",""        return param1.getPrecision()+param2.getPrecision();"",""    }""]"
/smallsql/database/SSDatabaseMetaData/supportsGroupByBeyondSelect(),"[""public boolean supportsGroupByBeyondSelect() {"",""    \treturn true;"",""    }""]"
/smallsql/database/MemoryStream/readShort(),"[""int readShort(){"",""\t\treturn ((puffer[ offset++ ] & 0xFF) \<\< 8) | (puffer[ offset++ ] & 0xFF);"",""\t}""]"
/smallsql/database/Expression/getNumeric(),"[""abstract MutableNumeric getNumeric() throws Exception;""]"
/smallsql/database/SQLParser/having(smallsql.database.CommandSelect),"[""private void having(CommandSelect cmd) throws SQLException{"",""        cmd.setHaving( expression(cmd, 0) );"",""    }""]"
/smallsql/database/ExpressionFunctionCase/getString(),"[""final String getString() throws Exception {"",""\t\treturn getResult().getString();"",""\t}""]"
/smallsql/database/Database/closeConnection(smallsql.database.SSConnection),"[""/**"",""\t * Remove a connection from this database."",""\t */"",""\tstatic final void closeConnection(SSConnection con) throws SQLException{"",""\t\tsynchronized(databases){"",""\t\t\tIterator iterator = databases.values().iterator();"",""\t\t\twhile(iterator.hasNext()){"",""\t\t\t\tDatabase database = (Database)iterator.next();"",""\t\t\t\tWeakHashMap connections = database.connections;"",""\t\t\t\tconnections.remove(con);"",""\t\t\t\tif(connections.size() == 0){"",""\t\t\t\t\ttry {"",""\t\t\t\t\t\titerator.remove();"",""\t\t\t\t\t\tdatabase.close();"",""\t\t\t\t\t} catch (Exception e) {"",""\t\t\t\t\t\tthrow SmallSQLException.createFromException(e);"",""\t\t\t\t\t}"",""\t\t\t\t}"",""\t\t\t}"",""\t\t}"",""\t}""]"
/smallsql/junit/TestOrderBy/testOrderBy_double(),"[""public void testOrderBy_double() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\tDouble oldValue;"",""\t\t"",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table1 + \"" ORDER  by d\"");"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\t"",""\t\toldValue = (Double)rs.getObject(\""d\"");"",""\t\tassertNull(oldValue);"",""\t\tassertTrue( rs.next() );"",""\t\toldValue = (Double)rs.getObject(\""d\"");"",""\t\t"",""\t\tint count = 1;"",""\t\twhile(rs.next()){"",""\t\t\tassertTrue( oldValue.compareTo( (Double)rs.getObject(\""d\"") ) \< 0 );"",""\t\t\toldValue = (Double)rs.getObject(\""d\"");"",""\t\t\tcount++;"",""\t\t}"",""\t\tassertEquals( valueCount, count );"",""\t}""]"
/smallsql/junit/TestOrderBy/test2Columns(),"[""public void test2Columns() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs = null;"",""\t\tString oldValue;"","""",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table1+\"",\""+table2+\"" ORDER  by v, c2\"");"","""",""\t\tassertTrue( rs.next() );"",""\t\tassertNull( rs.getObject(\""v\"") );"",""\t\tassertNull( rs.getObject(\""c2\"") );"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\toldValue = rs.getString(\""c2\"");"","""",""\t\tint count = 1;"",""\t\twhile(rs.next() && rs.getString(\""v\"") == null){"",""\t\t\tString newValue = rs.getString(\""c2\"");"",""\t\t\tassertTrue( oldValue.compareTo( newValue ) \< 0 );"",""\t\t\toldValue = newValue;"",""\t\t\tcount++;"",""\t\t}"",""\t\tassertEquals( valueCount+1, count );"",""\t\t"",""\t\tboolean isNext = true;"",""\t\twhile(isNext){"",""\t\t\tString vValue = rs.getString(\""v\"");"",""\t\t\tassertNull( rs.getObject(\""c2\"") );"",""\t\t"",""\t\t\tassertTrue( rs.next() );"",""\t\t\toldValue = rs.getString(\""c2\"");"",""\t\t\tassertEquals( vValue, rs.getString(\""v\"") );"","""",""\t\t\tisNext = rs.next();"",""\t\t\tcount = 1;"",""\t\t\twhile(isNext && vValue.equals(rs.getString(\""v\""))){"",""\t\t\t\tString newValue = rs.getString(\""c2\"");"",""\t\t\t\tassertTrue( oldValue.compareTo( newValue ) \< 0 );"",""\t\t\t\toldValue = newValue;"",""\t\t\t\tcount++;"",""\t\t\t\tisNext = rs.next();"",""\t\t\t}"",""\t\t\tassertEquals( valueCount+1, count );"",""\t\t}"",""\t}""]"
/smallsql/junit/TestLanguage/testEntries(),"[""/**"",""\t * Checks if languages specified by OTHER_LANGUAGES array translate all the"",""\t * message entries of the base (English) language: if they don\'t, the test"",""\t * fails and print the missing ones in System.err."",""\t */"",""\tpublic void testEntries() throws Exception {"",""\t\tboolean failed = false;"",""        StringBuffer msgBuf = new StringBuffer();"",""\t\tLanguage eng = Language.getLanguage(\""en\""); "",""        "",""        HashSet engEntriesSet = new HashSet();"",""        String[][] engEntriesArr = eng.getEntries();"",""        /* WARNING! skips message 0 (CUSTOM_MESSAGE) */"",""        for (int j = 1; j \< engEntriesArr.length; j++) {"",""            engEntriesSet.add(engEntriesArr[j][0]);"",""        }"",""\t\t"",""\t\tfor (int i = 0; i \< OTHER_LANGUAGES.length; i++) {"",""\t\t\tString localeStr = OTHER_LANGUAGES[i];"",""\t\t\tLanguage lang2 = Language.getLanguage(localeStr);"",""            "",""            HashSet otherEntriesSet = new HashSet();        "",""            String[][] otherEntriesArr = lang2.getEntries();        "",""            for (int j = 0; j \< otherEntriesArr.length; j++) {"",""                otherEntriesSet.add(otherEntriesArr[j][0]);"",""            }"",""            "",""            /* test missing entries */"",""\t\t\tSet diff = (Set)engEntriesSet.clone();"",""            diff.removeAll(otherEntriesSet);"","""",""\t\t\tif (diff.size() \> 0) {"",""\t\t\t\tfailed = true;"",""                msgBuf.append(\""\\nMissing entries for language \"").append( OTHER_LANGUAGES[i] ).append(\"": \"");"",""\t\t\t\t"",""\t\t\t\tfor (Iterator itr = diff.iterator(); itr.hasNext(); ) {"",""\t\t\t\t\tmsgBuf.append(itr.next());"",""\t\t\t\t\tif (itr.hasNext()) msgBuf.append(\',\');"",""\t\t\t\t}"",""\t\t\t}"",""            "",""            /* test additional entries */"",""            diff = (Set)otherEntriesSet.clone();"",""            diff.removeAll(engEntriesSet);"","""",""            if (diff.size() \> 0) {"",""                failed = true;"",""                msgBuf.append(\""\\nAdditional entries for language \"").append( OTHER_LANGUAGES[i] ).append(\"": \"");"",""                "",""                for (Iterator itr = diff.iterator(); itr.hasNext(); ) {"",""                    msgBuf.append(itr.next());"",""                    if (itr.hasNext()) msgBuf.append(\',\');"",""                }"",""            }"",""            "",""            /* test not translated entries */"",""            StringBuffer buf = new StringBuffer();"",""            for (int j = 1; j \< engEntriesArr.length; j++) {"",""                String key = engEntriesArr[j][0];"",""                String engValue = eng.getMessage(key);"",""                String otherValue = lang2.getMessage(key);"",""                if(engValue.equals(otherValue)){"",""                    failed = true;"",""                    if(buf.length() \> 0){"",""                        buf.append(\',\');"",""                    }"",""                    buf.append(key);"",""                }"",""            }"",""            if(buf.length()\>0){"",""                msgBuf.append(\""\\nNot translated entries for language \"").append( OTHER_LANGUAGES[i] ).append(\"": \"");"",""                msgBuf.append(buf);"",""            }"",""\t\t}\t\t"","""",""\t\tif (failed){"",""            System.err.println(msgBuf);"",""            fail(msgBuf.toString());"",""        }"",""\t}""]"
/smallsql/junit/TestOrderBy/test_functionAscDesc(),"[""public void test_functionAscDesc() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\tint oldValue;"",""\t\tint oldValue2;"",""\t\t"",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table1 + \"" ORDER  by abs(i) Asc, i desc\"");"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\t"",""\t\tassertNull(rs.getObject(\""i\""));"",""\t\tassertTrue( rs.next() );"",""\t\toldValue = Math.abs( rs.getInt(\""i\"") );"",""\t\toldValue2 = rs.getInt(\""i\"");"",""\t\t"",""\t\tint count = 1;"",""\t\twhile(rs.next()){"",""\t\t\tint newValue2 = rs.getInt(\""i\"");"",""\t\t\tint newValue = Math.abs( newValue2 );"",""\t\t\tassertTrue( oldValue \<= newValue );"",""\t\t\tif(oldValue == newValue){"",""\t\t\t\tassertTrue( oldValue2 \> newValue2 );"",""\t\t\t}"",""\t\t\toldValue = newValue;"",""\t\t\toldValue2 = newValue2;"",""\t\t\tcount++;"",""\t\t}"",""\t\tassertEquals( valueCount, count );"",""\t}""]"
/smallsql/database/IndexNode/moveRemainderValue(),"[""/**"",""\t * Move a REMAINDER_VALUE node to the next node level."",""\t * @param digit"",""\t * @throws SQLException"",""\t */"",""\tprivate final void moveRemainderValue() throws SQLException{"",""\t\tObject rowOffset = value;"",""\t\tchar[] puffer = remainderKey;"",""\t\tvalue = null;"",""\t\tremainderKey = null;"",""\t\tIndexNode newNode = addNode(puffer[0]);"",""\t\tif(puffer.length == 1){"",""\t\t\tnewNode.value  = rowOffset;"",""\t\t}else{"",""\t\t\tnewNode.moveRemainderValueSub( rowOffset, puffer);"",""\t\t}"",""\t}""]"
/smallsql/database/LongList/clear(),"[""final void clear(){"",""\t\tsize = 0;"",""\t}""]"
/smallsql/database/TableResult/afterLast(),"[""@Override"",""    final void afterLast(){"",""\t\tfilePos = -1;"",""\t\tnoRow();"",""\t}""]"
/smallsql/database/SSResultSet/getBlob(int),"[""public Blob getBlob(int i) throws SQLException {"",""        /**@todo: Implement this java.sql.ResultSet.getBlob method*/"",""        throw SmallSQLException.create(Language.UNSUPPORTED_OPERATION, \""Blob object\"");"",""    }""]"
/smallsql/junit/BenchTest/test_InsertClassic(java.sql.Connection),"[""/**"",""      *  1. Test"",""      *  Insert rows with default values with a classic insert statement."",""      */  "",""    static void test_InsertClassic(Connection con){"",""        System.out.println();"",""        System.out.println( \""Test insert rows with default values with a classic insert statement: \"" + rowCount + \"" rows\"");"",""        "",""        try{"",""            Statement st = con.createStatement( ResultSet.TYPE_SCROLL_SENSITIVE, ResultSet.CONCUR_UPDATABLE );"",""            long time = -System.currentTimeMillis();"",""            for (int i=0; i\<rowCount; i++){"",""                st.execute(\""INSERT INTO \"" + tableName + \""(i) VALUES(\"" + i +\"")\"");"",""            }"",""            time += System.currentTimeMillis();"",""            ResultSet rs = st.executeQuery( \""SELECT count(*) FROM \"" + tableName);"",""            rs.next();"",""            int count = rs.getInt(1);"",""            if (count != rowCount)"",""                System.out.println( \""  Failed: Only \"" + count + \"" rows were inserted.\"");"",""            else System.out.println( \""  Test time: \"" + time + \"" ms\"");"",""            st.close();"",""        }catch(Exception e){"",""            System.out.println(\""  Failed:\""+e);"",""        }finally{"",""            System.out.println();"",""            System.out.println(\""===================================================================\"");"",""        }"",""    }""]"
/smallsql/database/SSDatabaseMetaData/getDatabaseProductName(),"[""public String getDatabaseProductName() {"",""    \treturn \""SmallSQL Database\"";"",""    }""]"
/smallsql/database/ExpressionFunctionCharLen/getFunction(),"[""final int getFunction() {"",""\t\treturn SQLTokenizer.CHARLEN;"",""\t}""]"
/smallsql/database/IndexDescriptions/add(smallsql.database.IndexDescriptions),"[""void add(IndexDescriptions indexes) throws SQLException {"",""        for(int i=0; i\<indexes.size; i++){"",""            add(indexes.data[i]);"",""        }"",""    }""]"
"/smallsql/database/Expression/setParamAt(smallsql.database.Expression,int)","[""/**"",""     * Replace the idx parameter. You need to use this method to modify the \<code\>params\</code\> "",""     * array because there there can be other references to the \<code\>params\</code\>. "",""     */"",""    void setParamAt( Expression param, int idx){"",""    \tparams[idx] = param;"",""    }""]"
/smallsql/database/SSDatabaseMetaData/storesMixedCaseQuotedIdentifiers(),"[""public boolean storesMixedCaseQuotedIdentifiers() {"",""    \treturn true;"",""    }""]"
/smallsql/database/SSDatabaseMetaData/supportsMultipleTransactions(),"[""public boolean supportsMultipleTransactions() {"",""    \treturn true;"",""    }""]"
/smallsql/database/Expressions/Expressions(),"[""Expressions(){"",""\t\tdata = new Expression[16];"",""\t}""]"
/smallsql/database/TableViewResult/getTableViewResult(smallsql.database.RowSource),"[""static TableViewResult getTableViewResult(RowSource from) throws SQLException{"",""\t\tif(from instanceof Where){"",""\t\t\tfrom = ((Where)from).getFrom();"",""\t\t}"",""\t\tif(from instanceof TableViewResult){"",""\t\t\treturn (TableViewResult)from;"",""\t\t}"",""\t\tthrow SmallSQLException.create(Language.ROWSOURCE_READONLY);"",""\t}""]"
/smallsql/database/Utils/double2long(double),"[""static long double2long(double value){"",""\t\tif(value \> Long.MAX_VALUE)"",""\t\t\treturn Long.MAX_VALUE;"",""\t\tif(value \< Long.MIN_VALUE)"",""\t\t\treturn Long.MIN_VALUE;"",""\t\treturn (long)value;"",""\t}""]"
